model,file_id,error_category,detailed_type,section,reasoning
gpt-5-mini,day1_consultation02.txt,HALLUCINATION,ADDITION,asm,Assessment of severe pruritus causing sleep and functional impairment is not mentioned in gold assessment.
gpt-5-mini,day1_consultation02.txt,HALLUCINATION,PARTIAL,asm,"Generated: cracked skin; no reported signs of secondary infection (no pus/bleeding). Gold: cracked skin is present and no bleeding or discharge. The absence of bleeding is supported; absence of pus is additional specificity replacing 'discharge'. Mixed relationship, not cleanly supported or contradicted."
gpt-5-mini,day1_consultation02.txt,HALLUCINATION,ADDITION,plan,"Gold: specific Betnovate steroid cream BD. Generated: generic prescription-strength topical corticosteroid 'as directed' without naming Betnovate or BD dosing. This diverges in important specifics, so treated as an additional/altered plan rather than supported."
gpt-5-mini,day1_consultation02.txt,HALLUCINATION,ADDITION,plan,"Gold: prescribed Cetraben emollients (no duration specified). Generated: emollients regularly, including bath/shower, daily for 7–10 days. Product and duration details differ and add elements not in gold."
gpt-5-mini,day1_consultation02.txt,HALLUCINATION,ADDITION,plan,Gold: 'Trial antihistamines' without specifying agent. Generated: specific oral antihistamine fexofenadine offered/prescribed. Naming fexofenadine and route is additional detail not in gold.
gpt-5-mini,day1_consultation02.txt,HALLUCINATION,CONTRADICTION,fu,"Gold: review in 10–14 days if not better, or earlier if any concerns/worsening. Generated: 7–10 days if no improvement, or sooner if worsening or signs of infection. Follow-up interval (7–10 vs 10–14 days) and conditions differ, representing a direct conflict in key details."
gpt-5-mini,day1_consultation02.txt,HALLUCINATION,ADDITION,pf,"Physical/video finding that rash appears consistent with eczema is not explicitly documented in gold; gold only lists 'Imp: flare up of eczema' as assessment, without stating it was via video. So this is additional."
gpt-5-mini,day1_consultation03.txt,OMISSION,CONTRADICTION,hpi,"Gold states the headache had a gradual onset a few hours ago. Generated HPI-001 describes a sudden onset a few hours prior, which directly contradicts the onset description. Location and timing are otherwise represented in CC-001/HPI-002 but the onset character is reversed."
gpt-5-mini,day1_consultation03.txt,OMISSION,OMITTED,hpi,Gold: patient is worried about possibility of brain cancer. None of the generated facts explicitly state that the patient is worried about brain cancer or any malignancy; ASM-002 mentions reassurance about low likelihood of brain tumor but not that this was a specific patient concern.
gpt-5-mini,day1_consultation03.txt,OMISSION,OMITTED,allergy,Gold: no known drug allergies. There is no generated fact about allergies or adverse drug reactions.
gpt-5-mini,day1_consultation03.txt,OMISSION,PARTIALLY_COVERED,sh,Gold: feeling very stressed but denies mood symptoms. Generated SH-002: works in fashion industry and reports high stress (covers stress) but there is no mention of denial of mood symptoms. Thus only the stress component is captured.
gpt-5-mini,day1_consultation03.txt,OMISSION,PARTIALLY_COVERED,plan,"Gold: recommended regular paracetamol and/or NSAIDs. Generated PLAN-001 and PLAN-002 recommend paracetamol/co-codamol and NSAIDs (ibuprofen/naproxen) as acute treatment but do not specify ‘regular’ dosing. Thus the medication types are covered, but the ‘regular’ regimen detail is omitted."
gpt-5-mini,day1_consultation03.txt,OMISSION,PARTIALLY_COVERED,fu,"Gold: seek review earlier if worsening symptoms or any concerns (explicitly headaches, vomiting, vision symptoms). Generated PLAN-005: safety-netting to return urgently if worsening headache, progressive neck pain, new focal deficits, worsening vision, or no improvement in 2–3 days. Worsening headache and vision worsening are covered, but vomiting and the general ‘any concerns’ instruction are not explicitly mentioned; additional criteria (neck pain, focal deficits, 2–3 days) are added."
gpt-5-mini,day1_consultation03.txt,HALLUCINATION,PARTIALLY_SUPPORTED,cc,"Supported: left-sided headache, onset a few hours ago, associated nausea and two vomiting episodes match gold HPI-001 and HPI-005. Additional: ‘severe’ and ‘since midday’ are not in gold but do not contradict."
gpt-5-mini,day1_consultation03.txt,HALLUCINATION,CONTRADICTION,hpi,Generated: headache began suddenly a few hours prior. Gold HPI-001: gradual onset a few hours ago. Onset character is directly opposite.
gpt-5-mini,day1_consultation03.txt,HALLUCINATION,ADDITION,hpi,"Gold confirms blurred vision but does not specify laterality. Stating ‘both eyes’ is an additional detail not present in gold, without contradiction."
gpt-5-mini,day1_consultation03.txt,HALLUCINATION,ADDITION,hpi,Gold notes photophobia only. Wearing sunglasses is an extra observational detail not in gold but aligned with photophobia.
gpt-5-mini,day1_consultation03.txt,HALLUCINATION,ADDITION,hpi,"Prior similar headache episode, duration, and response to analgesia/rest are not described anywhere in the gold facts. No conflict, but this is new information."
gpt-5-mini,day1_consultation03.txt,HALLUCINATION,PARTIALLY_SUPPORTED,med,Supported: patient takes Microgynon. Added: indication (contraception) and start time (3 months ago) are not in gold but consistent.
gpt-5-mini,day1_consultation03.txt,HALLUCINATION,PARTIALLY_SUPPORTED,sh,"Working in fashion industry is supported by gold. Reporting high stress matches ‘feeling stressed ++’. No mention of mood symptoms here; gold separately denies mood symptoms, which is not contradicted."
gpt-5-mini,day1_consultation03.txt,HALLUCINATION,PARTIALLY_SUPPORTED,sh,Gold: no alcohol history. Generated: minimal or no alcohol use. This softens the absolute ‘nil’ to allow minimal; it is not a direct contradiction but is less strict. Best classified as partially supported with slight divergence in degree.
gpt-5-mini,day1_consultation03.txt,HALLUCINATION,ADDITION,sh,Little exercise is not mentioned in any gold facts (no exercise history given). This is new information without conflict.
gpt-5-mini,day1_consultation03.txt,HALLUCINATION,PARTIALLY_SUPPORTED,asm,"Gold assessment: migraine. Generated: probable migraine with visual aura, citing unilateral throbbing, photophobia, N/V, prior similar episode. Diagnosis is supported; prior similar episode is an added element, and ‘probable’ vs firm impression is a mild qualification, not a contradiction."
gpt-5-mini,day1_consultation03.txt,HALLUCINATION,PARTIALLY_SUPPORTED,asm,"Gold indicates patient worry about brain cancer and absence of focal neuro signs and meningitis red flags, but does not explicitly state clinician reassurance or low likelihood of meningitis/brain tumor. The risk assessment and reassurance are reasonable inferences but not directly documented in gold, so this is an addition built on gold-supported negatives."
gpt-5-mini,day1_consultation03.txt,HALLUCINATION,PARTIALLY_SUPPORTED,plan,Gold: regular paracetamol/NSAIDs. Generated: consider paracetamol or co-codamol for acute treatment. Paracetamol is supported; co-codamol and the framing as ‘consider’ for acute use (vs ‘regular’) are added/modified details. Partial support due to overlap on paracetamol.
gpt-5-mini,day1_consultation03.txt,HALLUCINATION,PARTIALLY_SUPPORTED,plan,"Gold recommends NSAIDs generally. Generated specifies ibuprofen or naproxen as NSAID options and frames them for acute treatment. This is consistent, with additional specificity and omission of the ‘regular’ dosing nuance."
gpt-5-mini,day1_consultation03.txt,HALLUCINATION,PARTIALLY_SUPPORTED,plan,"Gold safety net: earlier review if worsening headaches, vomiting, vision symptoms, or any concerns. Generated safety net: return urgently if worsening headache, progressive neck pain, new focal neuro deficits, worsening vision, or lack of improvement in 2–3 days. Overlap on worsening headache and vision; vomiting and ‘any concerns’ are omitted, and new criteria (neck pain, neuro deficits, 2–3 days) are added. Thus partially supported with additional elements and partial omission."
gpt-5-mini,day1_consultation03.txt,HALLUCINATION,PARTIALLY_SUPPORTED,plan,"Gold: review in 1 week to discuss prophylactic treatment. Generated: review next week plus discussion of prophylaxis and OCP implications. Timing and prophylaxis discussion are supported; OCP implications are added based on knowledge of Microgynon use, not explicitly in gold."
gpt-5-mini,day1_consultation03.txt,HALLUCINATION,PARTIALLY_SUPPORTED,fu,Follow-up next week and discussion of migraine prophylaxis are supported by gold. Discussion of oral contraceptive pill implications is an additional element not documented in gold.
gpt-5-mini,day1_consultation04.txt,OMISSION,OMITTED,hpi,Gold specifies night sweats for the past 4 days; generated hpi-005 mentions 'night sweats' but does not include the 4-day duration.
gpt-5-mini,day1_consultation04.txt,OMISSION,OMITTED,hpi,"Gold specifies generalized, intermittent headaches. Generated hpi-007 mentions 'generalized headache' but omits the 'intermittent' quality."
gpt-5-mini,day1_consultation04.txt,OMISSION,OMITTED,hpi,"Gold denies visual symptoms, photophobia, nausea, vomiting, ear discharge. No generated fact mentions these negative symptoms."
gpt-5-mini,day1_consultation04.txt,OMISSION,OMITTED,hpi,Gold denies bowel/urinary symptoms and rashes; no corresponding negatives in the generated facts.
gpt-5-mini,day1_consultation04.txt,OMISSION,OMITTED,hpi,Gold notes drinking fluids but reduced appetite; generated facts do not address intake or appetite.
gpt-5-mini,day1_consultation04.txt,OMISSION,OMITTED,sh,"Gold: work slightly stressful, no mood symptoms. Generated sh-004 only mentions work slowed by illness and planned days off; stress level and absence of mood symptoms are not stated."
gpt-5-mini,day1_consultation04.txt,HALLUCINATION,ADDITION,hpi,"Onset after exposure to a sneezing coworker is not present in any gold fact; duration ~4 days is consistent, but exposure detail is new."
gpt-5-mini,day1_consultation04.txt,HALLUCINATION,ADDITION,hpi,Painful swallowing for ~1 day is not mentioned in the gold HPI.
gpt-5-mini,day1_consultation04.txt,HALLUCINATION,ADDITION,sh,Work slowed by illness and plan to take 1–2 days off are not present in the gold social history.
gpt-5-mini,day1_consultation04.txt,HALLUCINATION,ADDITION,asm,An explicit assessment item for mild exertional dyspnea as secondary to viral illness is not separately listed in the gold assessment (though exertional SOB is described in HPI); thus this is an added diagnostic framing.
gpt-5-mini,day1_consultation04.txt,HALLUCINATION,ADDITION,plan,Advice for 1–2 days off work is not mentioned in the gold plan.
gpt-5-mini,day1_consultation04.txt,HALLUCINATION,ADDITION,fu,Expectation of resolution over 7–10 days is not documented in the gold follow-up section.
gpt-5-mini,day1_consultation05.txt,OMISSION,OMITTED,hpi,Generated facts note mild nausea and no vomiting (HPI-006) but do not explicitly state absence of diarrhea.
gpt-5-mini,day1_consultation05.txt,OMISSION,OMITTED,hpi,"Gold explicitly denies chest pain, SOB, palpitations, headaches, or visual symptoms; generated facts do not address these symptoms at all."
gpt-5-mini,day1_consultation05.txt,OMISSION,OMITTED,fu,"Gold specifies review in 24–48 hours if not improving; generated PLAN-007 says review in a few days, lacking the specific 24–48 hour timeframe."
gpt-5-mini,day1_consultation05.txt,HALLUCINATION,ADDITION,hpi,"Worsening course is in gold, but specific detail of tenderness to self‑palpation is not mentioned in gold nor contradicted."
gpt-5-mini,day1_consultation05.txt,HALLUCINATION,ADDITION,hpi,Increased urinary frequency partly due to increased fluids is not described in gold and does not conflict with any gold statements.
gpt-5-mini,day1_consultation05.txt,HALLUCINATION,ADDITION,hpi,Implanon in situ ~1 year is not specified in gold; gold only notes current Implanon use without duration.
gpt-5-mini,day1_consultation05.txt,HALLUCINATION,ADDITION,asm,Gold assessment includes UTI and exclude pregnancy only; generated adds GI and gynecologic causes and elaborates clinical descriptors. The added differentials are not in gold but do not contradict it.
gpt-5-mini,day1_consultation05.txt,HALLUCINATION,ADDITION,asm,"Gold does not list a separate assessment item for possible hematuria with frequency; generated fact elaborates on pink urine and frequency as concerning for UTI, which is consistent but additional."
gpt-5-mini,day1_consultation05.txt,HALLUCINATION,ADDITION,plan,Urine testing for UTI evaluation is not mentioned in the gold plan; consistent but new.
gpt-5-mini,day1_consultation05.txt,HALLUCINATION,ADDITION,plan,"Gold recommends regular paracetamol; generated specifies PRN, which differs in schedule but not in drug choice. This introduces a slight management difference not explicitly supported in gold."
gpt-5-mini,day1_consultation05.txt,HALLUCINATION,ADDITION,plan,Advice on adequate oral fluids is not present in gold facts and does not conflict with them.
gpt-5-mini,day1_consultation05.txt,HALLUCINATION,ADDITION,plan,Cranberry juice recommendation is not in gold and does not contradict any gold fact.
gpt-5-mini,day1_consultation05.txt,HALLUCINATION,ADDITION,plan,"Gold follow‑up: review in 24–48 hours if not improving and earlier for worsening symptoms. Generated: review in a few days if no improvement and ED/return if worsening. This is generally consistent but lacks the explicit 24–48 hour timeframe and is thus not directly supported; it is a modified, additional follow‑up framing."
gpt-5-mini,day1_consultation06.txt,OMISSION,OMITTED,hpi,"Gold notes a 2-week history of SOB worsening over 2 weeks. Generated HPI facts mention dyspnea and progression, but do not clearly state the 2-week duration or that it has been worsening over that entire 2-week period; duration is only in the chief complaint, not in the HPI section."
gpt-5-mini,day1_consultation06.txt,OMISSION,OMITTED,hpi,"Gold HPI explicitly states prior diagnosis of heart failure and that patient is currently on diuretics. Generated facts include history of heart failure in PMH and use of furosemide, but do not link HF history within HPI nor explicitly state that diuretics are being taken 'currently' as part of the HPI narrative."
gpt-5-mini,day1_consultation06.txt,OMISSION,OMITTED,pmh,"Gold PMH: heart failure and possible unstable angina. Generated PMH-001 mentions heart failure but no mention of possible unstable angina; PMH-002 shifts this to a definitive prior 'small MI,' which is not in gold. Thus the unstable angina component is omitted."
gpt-5-mini,day1_consultation06.txt,OMISSION,OMITTED,med,"Gold: furosemide, aspirin, simvastatin. Generated meds list furosemide, aspirin, simvastatin, AND metoprolol. The presence of the three gold medications is captured, but because an extra medication not found in gold is added, the gold medication list is not exactly reproduced; however, at a minimum, all three named drugs are present. Still, by strict audit, the additional metoprolol does not negate that the three gold meds are covered; status better considered COVERED. (If forced binary, this is COVERED.)"
gpt-5-mini,day1_consultation06.txt,OMISSION,OMITTED,plan,"Gold: blood tests including U&Es, FBC, and BNP. Generated plan-002: FBC and renal function; no BNP mentioned. Therefore BNP component is omitted and U&Es are only partially approximated as 'renal function'."
gpt-5-mini,day1_consultation06.txt,HALLUCINATION,ADDITION,cc,"Chief complaint with duration and progression is not specified in gold facts, which only start with HPI; no direct gold counterpart."
gpt-5-mini,day1_consultation06.txt,HALLUCINATION,ADDITION,hpi,"Normal appetite and urination are not documented in gold facts; gold only notes polyuria as a urinary symptom. This is extra information that does not directly map and partially conflicts in nuance (polyuria vs ‘normal urination’), but not a direct opposite statement; best categorized as ADDITION with potential internal inconsistency."
gpt-5-mini,day1_consultation06.txt,HALLUCINATION,ADDITION,pmh,"Gold PMH suggests possible unstable angina; it does not state a definitive MI 5 years ago. A “small heart attack ~5 years ago” is new information not present in gold and not directly contradicted (since ?unstable angina could represent an ACS event), so classified as ADDITION."
gpt-5-mini,day1_consultation06.txt,HALLUCINATION,ADDITION,med,"Metoprolol is not listed in gold medications, which include only furosemide, aspirin, and simvastatin. This is additional information."
gpt-5-mini,day1_consultation06.txt,HALLUCINATION,ADDITION,sh,Walking to the shops daily is not mentioned in gold; this is extra social/functional detail.
gpt-5-mini,day1_consultation06.txt,HALLUCINATION,ADDITION,pe,Chest examination by clinician is not described anywhere in the gold facts; purely additional PE information.
gpt-5-mini,day1_consultation06.txt,HALLUCINATION,ADDITION,pe,Assessment of SpO2 and BP described as okay is not mentioned in gold; additional PE finding.
gpt-5-mini,day1_consultation06.txt,HALLUCINATION,ADDITION,asm,History of coronary artery disease and prior MI is not explicitly stated in gold (which only notes possible unstable angina). This is additional diagnostic context.
gpt-5-mini,day1_consultation06.txt,HALLUCINATION,PARTIALLY_SUPPORTED,plan,"Gold plan-002 calls for U&Es, FBC, and BNP. Generated plan-002 includes FBC and renal function (approximate U&Es) but omits BNP and changes stated purposes (anemia and kidney function only). Core blood tests are partly aligned but not fully; hence partially supported rather than fully supported."
gpt-5-mini,day1_consultation07.txt,OMISSION,OMITTED,hpi,"Gold indicates feeling hot/cold and sweaty with no fevers. Generated facts mention subjective fevers/chills/night sweats (HPI-005), which conflicts and does not capture 'no fevers'; hot/cold and sweaty are also not explicitly captured without introducing fevers."
gpt-5-mini,day1_consultation07.txt,OMISSION,OMITTED,hpi,Gold states no unwell contacts and no nausea or vomiting. No generated fact addresses unwell contacts or the absence of nausea/vomiting.
gpt-5-mini,day1_consultation07.txt,OMISSION,OMITTED,pmh,"Gold lists obesity, type 2 diabetes, and hypertension. Generated PMH and Assessment include type 2 diabetes and hypertension but do not mention obesity at all; thus the full gold fact is not completely captured."
gpt-5-mini,day1_consultation07.txt,OMISSION,OMITTED,med,"Gold lists metformin, lisinopril, and aspirin. Generated facts include metformin and an unnamed second BP medication (likely an antihypertensive) but do not specify lisinopril or aspirin."
gpt-5-mini,day1_consultation07.txt,OMISSION,CONTRADICTION,sh,"Gold: smoking socially and alcohol >9 units/week. Generated provides occasional cigarette use plus vaping and describes ~8–10 pints/week, which is substantially more than 9 units (pints vs units). Nicotine pattern (social vs occasional plus vaping) and alcohol quantity differ in a clinically meaningful, conflicting way."
gpt-5-mini,day1_consultation07.txt,OMISSION,CONTRADICTION,asm,Gold impression: viral URTI/?LRTI. Generated ASM-001: acute viral URI/possible early influenza; no mention of possible LRTI and instead adds possible influenza. This alters rather than reflects the gold diagnostic impression.
gpt-5-mini,day1_consultation07.txt,OMISSION,OMITTED,fu,"Gold adds earlier review for worsening chest pain, SOB, or fevers. Generated follow-up focuses on breathlessness and lack of improvement by a week, but does not mention chest pain or fevers specifically."
gpt-5-mini,day1_consultation07.txt,HALLUCINATION,ADDITION,hpi,"Gold only states a mainly dry cough. Generated adds that it is worse in the mornings with intermittent small sputum, details not present in gold but not contradictory."
gpt-5-mini,day1_consultation07.txt,HALLUCINATION,PARTIAL,hpi,The sore throat portion is supported by gold. The addition of hoarseness is not mentioned in gold but does not conflict; thus overall this is a sore-throat fact with an added unverified symptom.
gpt-5-mini,day1_consultation07.txt,HALLUCINATION,CONTRADICTION,hpi,"Generated states subjective fevers/chills/night sweats. Gold explicitly says 'no fevers' while acknowledging feeling hot/cold and sweaty, so reporting fevers directly conflicts with the documented absence of fever."
gpt-5-mini,day1_consultation07.txt,HALLUCINATION,ADDITION,med,"Gold lists lisinopril and aspirin specifically. A second BP med with unknown name is not described in gold. It neither matches nor directly conflicts, so this is an added, unsupported detail."
gpt-5-mini,day1_consultation07.txt,HALLUCINATION,ADDITION,sh,"Gold: smoking socially (frequency/context not quantified). 'Occasional cigarette use' is reasonably consistent, but the change in wording could imply a different pattern. Since gold does not specify 'occasional' explicitly, this is treated as an added nuance rather than a clear contradiction."
gpt-5-mini,day1_consultation07.txt,HALLUCINATION,ADDITION,sh,Use of a vaping device is not mentioned in gold. It is additional information without direct conflict.
gpt-5-mini,day1_consultation07.txt,HALLUCINATION,CONTRADICTION,sh,"Gold: >9 units/week. Generated: ~8–10 pints/week, which in units is substantially higher than 9 units. The magnitude of intake differs significantly from the gold units description and is not just a minor phrasing difference."
gpt-5-mini,day1_consultation07.txt,HALLUCINATION,ADDITION,pf,"Gold contains no physical findings, especially none documented from a phone call. This is new, unsupported information."
gpt-5-mini,day1_consultation07.txt,HALLUCINATION,ADDITION,pf,Gold is silent on vitals/exam/diagnostics. Explicitly stating none were documented is an added statement not inferable from the gold facts.
gpt-5-mini,day1_consultation07.txt,HALLUCINATION,CONTRADICTION,asm,"Gold: viral URTI/?LRTI. Generated: acute viral URI/possible early influenza. This substitutes 'possible influenza' for 'possible LRTI' and omits LRTI entirely, changing the diagnostic consideration."
gpt-5-mini,day1_consultation07.txt,HALLUCINATION,ADDITION,asm,"Gold mentions feeling more SOB in HPI, but does not list exertional dyspnea as a separate assessment item or qualify it as exertional/no objective data. This is an extrapolation and organizational change, so considered additional."
gpt-5-mini,day1_consultation07.txt,HALLUCINATION,ADDITION,asm,"Gold mentions smoking socially and >9 units/week alcohol but does not label these explicitly as 'tobacco use' and 'hazardous alcohol intake' in the assessment. The risk characterization is added interpretation, not directly stated in gold."
gpt-5-mini,day1_consultation07.txt,HALLUCINATION,PARTIAL,plan,"Supported regarding return if no improvement by about one week (matches gold FU-001). The breathlessness-specific component overlaps with worsening SOB in gold FU-002 but omits chest pain and fevers, so it only partially reflects the full gold safety-net advice."
gpt-5-mini,day1_consultation07.txt,HALLUCINATION,ADDITION,plan,No smoking-cessation counseling is described in gold; this is new management advice.
gpt-5-mini,day1_consultation07.txt,HALLUCINATION,ADDITION,plan,Gold does not mention counseling to moderate alcohol intake; this is extra plan content.
gpt-5-mini,day1_consultation07.txt,HALLUCINATION,ADDITION,plan,Gold does not address whether additional investigations or medication changes were or were not done. Explicitly stating none is new information.
gpt-5-mini,day1_consultation08.txt,OMISSION,OMITTED,hpi,"Gold: no bleeding, discharge, or cracked skin. None of the generated HPI or exam facts mention bleeding, discharge, or cracked skin."
gpt-5-mini,day1_consultation08.txt,OMISSION,OMITTED,hpi,Gold: no previous history of skin problems. No generated fact comments on prior skin history.
gpt-5-mini,day1_consultation08.txt,OMISSION,CONTRADICTED,allergy,"Gold: no known drug allergies (NKDA). Generated allergy-001 assigns lactose intolerance as an allergy/intolerance. Lactose intolerance is a non–drug-related intolerance, so listing it as an allergy/intolerance contradicts the statement that there are no known drug allergies. At minimum, the gold explicitly says NKDA while the generated implies a clinically relevant allergy/intolerance entry."
gpt-5-mini,day1_consultation08.txt,OMISSION,OMITTED,famhx,Gold: mother has hayfever. No generated fact mentions mother's hayfever.
gpt-5-mini,day1_consultation08.txt,OMISSION,OMITTED,sh,Gold: significant recent stress. No generated fact mentions stress.
gpt-5-mini,day1_consultation08.txt,HALLUCINATION,ADDITION,hpi,"No spots associated with symptoms is not mentioned in any gold fact; not contradictory, just extra negative detail."
gpt-5-mini,day1_consultation08.txt,HALLUCINATION,ADDITION,hpi,Use of coconut butter without benefit is not present in gold facts and does not conflict with them.
gpt-5-mini,day1_consultation08.txt,HALLUCINATION,CONTRADICTION,pmh,Generated: no past medical/surgical history. Gold: PMH includes lactose intolerance. Direct conflict regarding presence of a past medical condition.
gpt-5-mini,day1_consultation08.txt,HALLUCINATION,CONTRADICTION,allergy,"Generated lists lactose intolerance under allergies/intolerances. Gold: NKDA; lactose intolerance is in PMH, not allergy. This introduces an allergy/intolerance entry where gold indicates none."
gpt-5-mini,day1_consultation08.txt,HALLUCINATION,ADDITION,sh,"Minimal alcohol partially differs from 'nil etOH' in gold, but in many clinical contexts denotes no problematic or regular alcohol use; not a strict opposite, best categorized as an additional nuance that somewhat weakens the strict 'nil'."
gpt-5-mini,day1_consultation08.txt,HALLUCINATION,ADDITION,plan,"Advice about not relying on coconut butter and avoiding triggers (pool, harsh soaps) is not in gold; no conflicting gold plan details."
gpt-5-mini,day1_consultation08.txt,HALLUCINATION,ADDITION,plan,Stating analgesics not indicated is extra negative plan information not present in gold but not contradictory.
gpt-5-mini,day1_consultation08.txt,HALLUCINATION,ADDITION,plan,Providing an information leaflet about dermatitis is an added patient-education component absent from gold facts.
gpt-5-mini,day1_consultation08.txt,HALLUCINATION,ADDITION,pf,"Skin exam description (reported erythema/pruritus on hands/arms) is extra detail; gold does not include physical findings, but this is clinically aligned with dermatitis and locations already described."
gpt-5-mini,day1_consultation08.txt,HALLUCINATION,ADDITION,pf,Statement that no vitals or formal exam are documented is not represented in gold facts and does not conflict with them.
gpt-5-mini,day1_consultation09.txt,OMISSION,OMITTED,hpi,"Gold: brief episode of hematuria that has now resolved. Generated hpi-004: small amount of blood in urine earlier today, without stating it has resolved. The temporal detail and resolution are different and not captured, so this specific fact is omitted."
gpt-5-mini,day1_consultation09.txt,OMISSION,OMITTED,hpi,"Gold: abdominal pain is cramping and non-radiating. Generated hpi-002 notes intermittent lower abdominal crampy pain but does not mention non-radiation. The 'does not radiate' component is missing, so the full gold fact is not captured."
gpt-5-mini,day1_consultation09.txt,OMISSION,OMITTED,hpi,"Gold: denies nausea, vomiting, fever, or bowel symptoms. Generated ROS notes no fever (ros-001), no N/V (ros-002), and bowels normal (ros-004) but this is in Review_of_Systems, not HPI. As this gold fact is specifically in the HPI section and no matching HPI statement exists, it is omitted for this section-level comparison."
gpt-5-mini,day1_consultation09.txt,OMISSION,OMITTED,hpi,"Gold: sexually active with a regular partner for the past 2 months. Generated sh-002: sexually active with regular boyfriend; condoms used. Duration of relationship (2 months) is not mentioned, so this exact fact is omitted."
gpt-5-mini,day1_consultation09.txt,OMISSION,OMITTED,hpi,"Gold: no previous STD screening in HPI. Generated sh-003: no prior STI screen, but this is in Social_and_Family_History, not HPI. As the section does not match, this HPI fact is considered omitted."
gpt-5-mini,day1_consultation09.txt,OMISSION,OMITTED,hpi,Gold: denies vaginal discharge. No generated fact addresses vaginal/PV discharge. Omitted.
gpt-5-mini,day1_consultation09.txt,OMISSION,OMITTED,hpi,"Gold: LMP 2 weeks ago in HPI. Generated ros-005: LMP ~2 weeks ago in Review_of_Systems. Section does not match, so this HPI fact is not captured in the HPI section and is considered omitted."
gpt-5-mini,day1_consultation09.txt,OMISSION,OMITTED,med,Gold: takes no regular medications. Generated med-001 describes a recent OTC bicarbonate trial but does not clearly state absence of regular meds. The specific statement 'no regular meds' is not present. Omitted.
gpt-5-mini,day1_consultation09.txt,OMISSION,OMITTED,famhx,Gold: no relevant family history. No generated fact addresses family history. Omitted.
gpt-5-mini,day1_consultation09.txt,OMISSION,OMITTED,sh,Gold: patient is 19 years old. No age is mentioned in generated facts. Omitted.
gpt-5-mini,day1_consultation09.txt,OMISSION,OMITTED,plan,Gold: pregnancy test will be performed to exclude pregnancy. Generated plan-007: offer pregnancy test if concerned or prior to antibiotics. This is conditional and does not state it 'will be performed to exclude pregnancy'; thus the definite action in the gold fact is not fully captured. Omitted.
gpt-5-mini,day1_consultation09.txt,OMISSION,OMITTED,fu,Gold: review in 3 days if not better. Generated fu-001: re-evaluate if no improvement by end of week. The timing (3 days vs end of week) differs. This specific 3-day review plan is not captured.
gpt-5-mini,day1_consultation09.txt,OMISSION,OMITTED,fu,"Gold: seek earlier review for worsening symptoms including fevers, back pain, vomiting, or feeling more unwell. Generated fu-001 lists fever, flank pain, worsening systemic symptoms, but omits vomiting and 'more unwell' explicitly and uses flank instead of generic back. Because of missing specific symptom (vomiting) and altered wording, this exact gold fact is not fully captured."
gpt-5-mini,day1_consultation09.txt,HALLUCINATION,CONTRADICTION,hpi,"Gold hpi-003: brief episode of hematuria, now resolved. Generated: noticed small amount of blood in urine earlier today, with no indication it has resolved. Timing and resolution differ; generated implies current/very recent hematuria while gold specifies resolved."
gpt-5-mini,day1_consultation09.txt,HALLUCINATION,ADDITION,med,Gold only states no regular medications. The OTC bicarbonate trial is additional detail not present in the gold facts and does not contradict them.
gpt-5-mini,day1_consultation09.txt,HALLUCINATION,ADDITION,allergy,"Gold: allergic to clindamycin (no reaction specified). Generated adds swelling as reaction; extra detail, no conflict."
gpt-5-mini,day1_consultation09.txt,HALLUCINATION,ADDITION,allergy,Gold does not specify reaction type. Generated specifies anaphylactoid/swelling reaction; this is additional detail but consistent with a clindamycin allergy.
gpt-5-mini,day1_consultation09.txt,HALLUCINATION,ADDITION,sh,"Gold: sexually active with regular partner for 2 months, but no mention of condom use or 'boyfriend'. Generated adds condom use and labels partner as boyfriend; these are new details not in gold, without contradiction."
gpt-5-mini,day1_consultation09.txt,HALLUCINATION,ADDITION,asm,"Gold only notes clindamycin allergy in Allergy section, not as a separate assessment item nor specifying anaphylactoid/swelling. Generated formalizes it as an assessment item and reaction type, which is additional information."
gpt-5-mini,day1_consultation09.txt,HALLUCINATION,ADDITION,asm,"Gold lists PMH: IBS but not that it is at baseline. Generated specifies IBS is baseline, which is added interpretation, not stated in gold."
gpt-5-mini,day1_consultation09.txt,HALLUCINATION,ADDITION,plan,"Gold plan-001: 3-day course of nitrofurantoin or trimethoprim, no dosing schedule. Generated adds 1 tablet PO BID x 3 days. The BID dose is extra detail; duration and meds are supported."
gpt-5-mini,day1_consultation09.txt,HALLUCINATION,ADDITION,plan,No gold fact about continuing barrier contraception. This is new management advice not mentioned in gold facts.
gpt-5-mini,day1_consultation09.txt,HALLUCINATION,ADDITION,plan,"Gold notes clindamycin allergy but does not explicitly state 'avoid in future' or 'document allergy' as a plan item. Generated turns this into explicit future-avoidance and documentation plan, which is additional."
gpt-5-mini,day1_consultation09.txt,HALLUCINATION,CONTRADICTION,plan,"Gold plan-004: pregnancy test will be performed to exclude pregnancy (definite planned test). Generated: offer pregnancy test if concerned or prior to antibiotics (conditional, optional). This weakens the certainty and thus conflicts with the definite plan described in gold."
gpt-5-mini,day1_consultation09.txt,HALLUCINATION,CONTRADICTION,fu,"Gold fu-001: review in 3 days if not better; fu-002: earlier if worsening. Generated: re-evaluate if no improvement by end of week. 'End of week' is later than 3 days and does not include explicit 'earlier if worsening' for vomiting or more unwell, so the recommended timing conflicts with the gold follow-up plan."
